,cluster,AGE,등록(계/피),고용상태,성별,Willingness to pay/Stay,갱신,상품타입,교육수준,소득,지역,결혼여부,월 납입액,VOC,타 상품 보유 현황,온라인방문빈도,갱신인센티브,판매채널,총지불금액,자동차,거주지사이즈
7167,3,2,계약자,고용,0,11.8326,1,중급,대학졸업,87171000,도시근교,기혼,90,0,2,비방문,설계사독려,콜센터,780000,컴팩트카,중
7168,3,1,계약자,고용,0,10.3563,0,기본,대학졸업,107568000,시골,기혼,130,0,4이상,비방문,설계사독려,자사영업,288000,SUV,중
7169,1,4,계약자,고용,1,8.3361,1,기본,대학졸업,73208000,도심,미혼,70,0,2,비방문,설계사독려,대리점,286000,컴팩트카,중
7170,3,1,계약자,고용,0,5.9052,0,기본,고졸이하,106554000,도심,기혼,70,1,4이상,비방문,할인,콜센터,264000,일반세단,중
7171,3,2,계약자,고용,0,9.5571,1,기본,대학졸업,95042000,도심,기혼,120,0,3,비방문,설계사독려,자사영업,357000,SUV,중
7172,2,3,피보험자,휴직,1,13.653,1,기본,고졸이하,20550000,도시근교,미혼,130,0,2,자주방문,할인,콜센터,670000,SUV,중
7173,1,4,계약자,고용,1,8.0919,1,기본,고졸이하,53822000,도시근교,기혼,60,0,2,비방문,설계사독려,대리점,477000,일반세단,소
7174,5,3,계약자,무직,1,7.4481,0,중급,석사,0,도시근교,기혼,100,1,3,종종,할인,대리점,746000,컴팩트카,소
7175,1,3,계약자,고용,1,3.1191,1,기본,대학졸업,32194000,도시근교,기혼,70,0,1,비방문,설계사독려,대리점,421000,컴팩트카,중
7176,3,2,피보험자,고용,1,17.0052,0,중급,대학졸업,98485000,도시근교,기혼,140,0,2,자주방문,할인,인터넷,889000,SUV,중
7177,3,2,계약자,고용,0,9.4239,0,기본,고졸이하,96392000,도시근교,기혼,80,0,2,비방문,할인,자사영업,544000,컴팩트카,중
7178,5,2,계약자,무직,1,2.6418,0,기본,박사,0,시골,미혼,60,0,1,비방문,없음,콜센터,112000,일반세단,중
7179,0,5,계약자,고용,1,14.7963,0,고급,대학졸업,57622000,도심,기혼,190,1,4이상,비방문,할인,자사영업,965000,SUV,중
7180,4,3,계약자,무직,1,3.4632,1,기본,대학졸업,0,도시근교,기혼,110,4,1,비방문,할인,대리점,1186000,SUV,대
7181,5,2,피보험자,무직,1,2.6418,0,기본,박사,0,도시근교,기혼,70,0,1,자주방문,포인트,인터넷,385000,일반세단,중
7182,3,2,계약자,고용,1,8.6691,0,기본,고졸이하,86947000,도시근교,미혼,60,0,2,비방문,설계사독려,인터넷,391000,컴팩트카,소
7183,0,2,피보험자,고용,0,15.5622,1,고급,고졸이하,98386000,시골,기혼,120,0,2,자주방문,설계사독려,인터넷,317000,일반세단,중
7184,3,1,피보험자,고용,1,5.9163,0,기본,대학졸업,89654000,시골,미혼,70,0,4이상,자주방문,없음,대리점,135000,컴팩트카,소
7185,2,3,계약자,무직,1,10.767,0,중급,고졸이하,0,도시근교,미혼,160,0,3,비방문,할인,자사영업,1227000,SUV,중
7186,1,4,계약자,고용,1,6.327,0,기본,고졸이하,49796000,도심,미혼,80,0,4이상,비방문,할인,자사영업,400000,컴팩트카,중
7187,6,5,계약자,고용,0,4.7508,0,기본,대학졸업,63304000,도시근교,미혼,120,2,1,비방문,설계사독려,자사영업,652000,스포츠카,중
7188,2,3,계약자,무직,1,3.774,0,기본,고졸이하,0,도시근교,미혼,110,0,1,비방문,포인트,대리점,1462000,SUV,중
7189,1,3,계약자,고용,1,12.2544,0,기본,대학졸업,53504000,도심,기혼,70,0,2,비방문,없음,인터넷,248000,일반세단,중
7190,5,4,피보험자,고용,1,3.5964,1,중급,석사,72395000,도심,기혼,80,3,1,자주방문,포인트,대리점,403000,일반세단,중
7191,1,4,계약자,고용,1,28.6491,0,중급,고졸이하,27292000,도시근교,기혼,80,0,2,비방문,설계사독려,자사영업,486000,컴팩트카,중
7192,2,3,피보험자,무직,1,19.425,1,기본,대학졸업,0,도시근교,미혼,70,0,2,자주방문,할인,대리점,433000,컴팩트카,중
7193,1,4,계약자,고용,0,24.7086,0,기본,대학졸업,60563000,도심,미혼,70,0,2,비방문,포인트,인터넷,419000,일반세단,중
7194,2,3,계약자,무직,1,10.0011,0,중급,대학졸업,0,도시근교,기혼,90,1,2,비방문,할인,인터넷,510000,일반세단,중
7195,2,3,계약자,무직,0,10.989,0,기본,고졸이하,0,도시근교,미혼,70,0,2,비방문,할인,인터넷,587000,일반세단,소
7196,2,3,피보험자,무직,0,8.2473,0,기본,고졸이하,0,도시근교,미혼,110,0,4이상,자주방문,설계사독려,콜센터,1281000,SUV,중
7197,0,3,계약자,무직,1,9.0465,0,고급,대학졸업,0,도시근교,미혼,130,0,3,비방문,설계사독려,자사영업,1618000,일반세단,소
7198,3,1,계약자,고용,1,5.5056,0,기본,고졸이하,104785000,도심,미혼,70,0,3,비방문,설계사독려,자사영업,306000,컴팩트카,중
7199,6,3,계약자,무직,1,7.2594,0,기본,대학졸업,0,도시근교,미혼,110,0,3,비방문,설계사독려,인터넷,889000,스포츠카,중
7200,6,2,계약자,고용,0,10.4895,0,기본,고졸이하,102410000,도심,기혼,130,0,4이상,비방문,설계사독려,자사영업,638000,스포츠카,중
7201,3,1,계약자,고용,1,8.3472,1,중급,고졸이하,115731000,시골,미혼,110,1,4이상,비방문,할인,대리점,229000,일반세단,중
7202,2,2,계약자,무직,0,2.6751,0,기본,대학졸업,0,도시근교,기혼,70,0,1,비방문,없음,인터넷,391000,일반세단,중
7203,2,4,계약자,휴직,0,18.9144,0,기본,고졸이하,26737000,도시근교,기혼,60,0,2,비방문,없음,콜센터,562000,일반세단,중
7204,2,3,계약자,무직,0,4.884,0,기본,고졸이하,0,도시근교,미혼,60,0,3,비방문,할인,대리점,472000,일반세단,중
7205,1,5,계약자,고용,0,6.0717,1,중급,대학졸업,65501000,도시근교,기혼,160,0,1,비방문,설계사독려,대리점,868000,SUV,중
7206,0,3,계약자,무직,1,3.5187,0,고급,대학졸업,0,도시근교,기혼,110,4,1,비방문,할인,콜센터,599000,일반세단,소
7207,6,4,계약자,휴직,1,14.7186,0,기본,대학졸업,24940000,도시근교,미혼,210,0,4이상,비방문,할인,대리점,1636000,고급차,중
7208,0,3,계약자,무직,0,14.4855,0,고급,대학졸업,0,도시근교,미혼,220,1,4이상,비방문,포인트,자사영업,2043000,SUV,중
7209,1,3,계약자,고용,1,2.8416,0,기본,고졸이하,36083000,도시근교,기혼,70,0,1,비방문,설계사독려,자사영업,385000,일반세단,중
7210,1,4,계약자,고용,1,3.7629,0,중급,대학졸업,27827000,도시근교,기혼,90,2,1,종종,없음,대리점,522000,일반세단,중
7211,2,3,계약자,무직,1,7.1484,0,중급,고졸이하,0,도시근교,미혼,100,0,4이상,비방문,할인,대리점,827000,일반세단,중
7212,4,3,피보험자,고용,1,7.8588,0,중급,대학졸업,27906000,도심,기혼,100,0,4이상,자주방문,포인트,자사영업,312000,컴팩트카,대
7213,2,3,피보험자,무직,0,2.6862,0,기본,대학졸업,0,도시근교,기혼,60,0,1,자주방문,할인,자사영업,578000,일반세단,중
7214,0,4,계약자,고용,0,22.7439,0,고급,석사,32827000,도시근교,기혼,110,0,2,비방문,포인트,대리점,605000,일반세단,중
7215,2,4,피보험자,FALSE,0,8.6691,1,기본,대학졸업,25323000,도시근교,미혼,120,1,3,자주방문,할인,대리점,628000,SUV,소
7216,6,3,피보험자,무직,1,24.4866,0,중급,대학졸업,0,도시근교,미혼,260,0,2,자주방문,할인,대리점,2001000,고급차,중
7217,3,1,계약자,고용,0,12.4542,0,중급,고졸이하,83239000,시골,기혼,100,0,2,비방문,설계사독려,대리점,24000,컴팩트카,중
7218,3,2,계약자,고용,0,6.0273,0,기본,고졸이하,89600000,도심,기혼,70,1,4이상,비방문,포인트,인터넷,289000,컴팩트카,중
7219,3,2,계약자,고용,1,2.8749,1,기본,고졸이하,87028000,도시근교,기혼,70,0,1,비방문,설계사독려,콜센터,385000,일반세단,소
7220,5,2,피보험자,무직,0,2.886,0,기본,석사,0,시골,미혼,80,0,1,자주방문,설계사독려,자사영업,21000,컴팩트카,중
7221,4,4,계약자,고용,1,9.3573,0,기본,대학졸업,69652000,시골,미혼,80,0,2,비방문,할인,대리점,48000,컴팩트카,대
7222,4,3,계약자,고용,1,3.2967,0,중급,대학졸업,42306000,시골,기혼,80,0,1,비방문,설계사독려,대리점,221000,일반세단,대
7223,5,2,계약자,무직,1,5.9718,0,기본,석사,0,시골,미혼,80,0,4이상,비방문,할인,인터넷,73000,일반세단,중
7224,3,2,계약자,고용,1,8.9466,0,기본,고졸이하,86894000,도심,미혼,70,0,2,비방문,없음,자사영업,302000,일반세단,중
7225,3,2,계약자,고용,0,9.3684,0,기본,대학졸업,91752000,도심,미혼,120,2,4이상,비방문,할인,대리점,620000,SUV,소
7226,2,3,계약자,무직,1,10.7226,0,기본,고졸이하,0,도시근교,미혼,110,2,2,비방문,설계사독려,콜센터,889000,SUV,중
7227,1,4,피보험자,고용,0,9.0798,0,기본,대학졸업,34918000,도시근교,기혼,110,0,3,자주방문,설계사독려,대리점,605000,SUV,중
7228,2,3,계약자,무직,0,2.6085,0,기본,대학졸업,0,도시근교,미혼,70,0,1,비방문,할인,대리점,619000,일반세단,중
7229,1,4,계약자,고용,1,8.9466,0,기본,대학졸업,30758000,도시근교,기혼,110,0,4이상,비방문,포인트,콜센터,599000,SUV,중
7230,1,5,계약자,고용,1,8.8911,0,기본,대학졸업,69768000,도시근교,기혼,70,0,2,비방문,설계사독려,콜센터,439000,일반세단,중
7231,2,4,계약자,FALSE,1,18.2817,1,기본,대학졸업,27432000,도시근교,기혼,110,0,2,비방문,할인,대리점,628000,SUV,중
7232,2,3,계약자,무직,0,6.5601,0,중급,대학졸업,0,도시근교,기혼,90,0,4이상,비방문,없음,자사영업,482000,일반세단,중
7233,2,4,피보험자,휴직,0,9.1686,1,기본,대학졸업,28618000,도시근교,기혼,80,0,2,자주방문,설계사독려,콜센터,524000,일반세단,중
7234,1,4,계약자,고용,1,5.4945,0,기본,대학졸업,54472000,도시근교,기혼,60,3,4이상,비방문,없음,콜센터,385000,컴팩트카,중
7235,5,4,계약자,고용,1,47.7633,0,기본,석사,71320000,시골,기혼,130,0,2,비방문,설계사독려,인터넷,274000,SUV,중
7236,0,4,계약자,FALSE,1,4.2069,0,고급,대학졸업,23786000,도시근교,기혼,110,0,1,비방문,없음,콜센터,622000,일반세단,중
7237,3,1,계약자,고용,1,2.8194,0,기본,대학졸업,111038000,시골,미혼,60,0,1,비방문,없음,대리점,62000,일반세단,중
7238,2,3,피보험자,무직,1,8.9133,0,기본,대학졸업,0,도시근교,기혼,120,0,4이상,자주방문,할인,자사영업,1110000,SUV,중
7239,3,1,피보험자,고용,0,8.6469,0,중급,대학졸업,99741000,도심,기혼,100,1,4이상,자주방문,할인,자사영업,468000,일반세단,소
7240,3,2,계약자,고용,0,5.8386,0,기본,대학졸업,93364000,도심,기혼,60,0,4이상,비방문,설계사독려,콜센터,278000,일반세단,중
7241,1,4,계약자,고용,0,9.1686,1,기본,대학졸업,75589000,시골,기혼,70,0,2,비방문,설계사독려,인터넷,197000,컴팩트카,중
7242,5,3,계약자,무직,1,2.7195,0,기본,석사,0,도시근교,기혼,70,2,1,비방문,없음,자사영업,555000,컴팩트카,중
7243,1,4,계약자,고용,1,4.7841,0,기본,대학졸업,52137000,도심,미혼,120,0,1,비방문,할인,콜센터,510000,SUV,중
7244,2,3,피보험자,휴직,1,6.1716,0,기본,대학졸업,34994000,도시근교,기혼,70,0,3,자주방문,할인,대리점,427000,컴팩트카,중
7245,1,5,계약자,고용,1,9.6459,0,기본,대학졸업,58755000,도시근교,기혼,120,0,3,비방문,할인,자사영업,973000,SUV,중
7246,0,1,계약자,고용,0,13.1313,0,고급,대학졸업,111675000,도심,기혼,170,0,4이상,비방문,할인,자사영업,621000,SUV,소
7247,0,3,피보험자,휴직,0,5.0061,0,고급,대학졸업,18581000,도시근교,기혼,130,0,1,자주방문,할인,인터넷,756000,일반세단,중
7248,2,3,계약자,무직,1,4.6176,0,기본,대학졸업,0,도시근교,미혼,60,0,3,비방문,할인,대리점,551000,컴팩트카,중
7249,4,2,계약자,고용,1,4.9506,0,기본,대학졸업,84225000,도심,기혼,130,0,1,비방문,설계사독려,콜센터,663000,SUV,대
7250,1,4,계약자,고용,1,2.7972,0,기본,대학졸업,30713000,도시근교,기혼,60,0,1,비방문,설계사독려,자사영업,560000,일반세단,소
7251,6,3,피보험자,무직,0,8.8911,1,기본,고졸이하,0,도시근교,미혼,120,0,3,자주방문,할인,인터넷,664000,스포츠카,중
7252,5,3,계약자,무직,1,10.989,0,중급,석사,0,도시근교,기혼,150,0,3,비방문,할인,대리점,794000,SUV,소
7253,0,4,피보험자,고용,0,13.6308,0,고급,대학졸업,43655000,시골,기혼,170,0,4이상,자주방문,할인,대리점,479000,SUV,중
7254,6,4,계약자,고용,0,49.3617,0,중급,고졸이하,39594000,도시근교,미혼,140,1,2,비방문,할인,콜센터,1765000,SUV,중
7255,3,1,계약자,고용,1,9.0798,0,기본,대학졸업,83054000,시골,미혼,110,0,4이상,비방문,설계사독려,대리점,200000,SUV,중
7256,1,5,계약자,고용,0,17.7711,0,중급,고졸이하,54439000,도시근교,미혼,150,0,2,비방문,포인트,자사영업,788000,SUV,소
7257,2,2,계약자,무직,1,7.0596,0,중급,고졸이하,0,시골,기혼,90,0,4이상,비방문,없음,자사영업,137000,일반세단,중
7258,1,5,계약자,고용,0,9.7014,0,기본,대학졸업,63898000,도시근교,미혼,120,0,4이상,비방문,할인,콜센터,1444000,SUV,중
7259,2,4,피보험자,FALSE,0,4.8063,1,중급,대학졸업,28725000,도시근교,미혼,140,3,1,자주방문,할인,대리점,729000,SUV,중
7260,0,4,계약자,고용,0,4.8618,1,고급,대학졸업,76637000,시골,미혼,120,0,1,비방문,설계사독려,대리점,74000,일반세단,중
7261,1,5,피보험자,고용,1,10.3119,0,기본,대학졸업,81168000,도시근교,기혼,130,0,3,자주방문,할인,자사영업,688000,SUV,소
7262,4,3,계약자,고용,1,2.8194,0,기본,대학졸업,32075000,도시근교,기혼,70,0,1,비방문,포인트,대리점,385000,일반세단,대
7263,2,2,계약자,무직,0,7.3038,0,기본,고졸이하,0,도시근교,미혼,60,0,2,종종,할인,대리점,368000,일반세단,중
7264,1,5,피보험자,고용,1,5.2059,1,기본,대학졸업,69806000,도시근교,기혼,130,0,1,자주방문,할인,대리점,700000,SUV,중
7265,2,3,계약자,무직,1,15.9063,0,중급,대학졸업,0,도시근교,기혼,150,0,2,비방문,할인,대리점,806000,SUV,중
7266,4,1,계약자,고용,1,14.1414,0,기본,대학졸업,119669000,시골,미혼,60,0,2,비방문,포인트,자사영업,123000,일반세단,대
7267,2,2,계약자,무직,1,2.6973,0,기본,대학졸업,0,도심,기혼,70,0,1,비방문,포인트,자사영업,335000,일반세단,중
7268,2,3,피보험자,휴직,0,27.8721,0,기본,대학졸업,29333000,도시근교,기혼,80,0,2,자주방문,포인트,인터넷,433000,일반세단,소
7269,3,1,계약자,고용,0,14.9073,0,기본,대학졸업,82864000,시골,미혼,130,2,2,비방문,포인트,콜센터,146000,SUV,중
7270,2,2,계약자,무직,0,3.0525,0,기본,고졸이하,0,도심,기혼,70,0,1,비방문,할인,콜센터,369000,일반세단,중
7271,2,4,계약자,휴직,0,9.6015,0,기본,대학졸업,24741000,도시근교,기혼,120,0,4이상,비방문,할인,자사영업,724000,SUV,중
7272,4,4,피보험자,고용,1,7.8366,0,중급,대학졸업,45472000,도시근교,기혼,100,0,4이상,자주방문,설계사독려,대리점,534000,일반세단,대
7273,1,3,계약자,고용,0,6.5601,0,기본,대학졸업,52202000,시골,기혼,80,0,4이상,비방문,할인,자사영업,158000,일반세단,중
7274,5,1,계약자,고용,0,3.2634,0,기본,석사,99975000,도심,미혼,80,1,1,비방문,할인,콜센터,411000,컴팩트카,중
7275,2,3,계약자,무직,0,5.5167,0,기본,고졸이하,0,도시근교,미혼,70,0,3,비방문,할인,콜센터,415000,일반세단,중
7276,6,5,계약자,고용,1,4.7397,0,기본,고졸이하,51924000,도시근교,미혼,120,0,1,비방문,할인,인터넷,652000,스포츠카,중
7277,1,5,계약자,고용,0,5.106,0,기본,고졸이하,44833000,도시근교,기혼,120,0,1,비방문,할인,인터넷,682000,SUV,중
7278,5,3,계약자,휴직,1,2.664,0,기본,석사,26725000,도시근교,기혼,60,0,1,비방문,설계사독려,자사영업,368000,일반세단,소
7279,5,4,계약자,고용,0,8.4804,0,중급,박사,79440000,도심,기혼,100,1,4이상,비방문,포인트,대리점,309000,컴팩트카,소
7280,3,2,계약자,고용,1,5.1282,0,기본,고졸이하,116643000,도시근교,미혼,130,0,1,비방문,없음,자사영업,694000,SUV,중
7281,1,4,계약자,고용,1,6.0717,0,기본,대학졸업,29934000,도시근교,기혼,70,0,3,비방문,포인트,대리점,921000,컴팩트카,중
7282,4,3,계약자,고용,1,5.55,0,기본,석사,59381000,시골,미혼,70,5,4이상,비방문,할인,대리점,197000,일반세단,대
7283,6,4,계약자,고용,0,17.7156,0,중급,고졸이하,73482000,시골,기혼,150,0,2,비방문,설계사독려,자사영업,121000,스포츠카,소
7284,0,5,피보험자,고용,0,10.3008,0,고급,대학졸업,63082000,도시근교,미혼,130,0,4이상,자주방문,설계사독려,대리점,705000,컴팩트카,소
7285,2,4,계약자,FALSE,1,8.436,0,기본,고졸이하,24681000,도시근교,미혼,120,0,4이상,비방문,할인,대리점,617000,SUV,소
7286,2,3,계약자,무직,1,26.9286,0,중급,고졸이하,0,도시근교,미혼,90,0,2,비방문,할인,대리점,665000,컴팩트카,중
7287,3,1,계약자,고용,1,27.3504,0,기본,고졸이하,88585000,시골,기혼,110,0,2,종종,할인,콜센터,201000,스포츠카,중
7288,1,3,계약자,고용,1,3.1191,1,기본,대학졸업,32194000,도시근교,기혼,70,0,1,비방문,설계사독려,대리점,421000,컴팩트카,중
7289,2,3,피보험자,무직,1,2.5974,0,기본,대학졸업,0,도시근교,미혼,60,0,1,자주방문,설계사독려,대리점,578000,일반세단,소
7290,1,5,계약자,고용,1,5.1837,0,기본,고졸이하,63993000,도시근교,기혼,130,0,1,비방문,설계사독려,인터넷,694000,SUV,중
7291,6,4,계약자,고용,1,12.1767,1,중급,박사,29038000,도시근교,미혼,160,0,4이상,비방문,설계사독려,대리점,812000,스포츠카,중
7292,6,4,계약자,고용,0,38.4171,1,기본,고졸이하,24142000,도시근교,기혼,120,0,2,종종,설계사독려,대리점,646000,스포츠카,중
7293,4,1,계약자,고용,1,2.7528,0,기본,대학졸업,98204000,시골,미혼,60,0,1,비방문,설계사독려,인터넷,165000,일반세단,대
7294,4,4,계약자,휴직,0,29.082,1,기본,고졸이하,22225000,도시근교,기혼,120,0,2,비방문,할인,자사영업,670000,SUV,대
7295,1,3,계약자,고용,1,6.9708,0,중급,대학졸업,50849000,시골,기혼,80,0,3,비방문,포인트,인터넷,70000,일반세단,소
7296,3,2,계약자,고용,0,12.1545,0,중급,대학졸업,108023000,도심,미혼,150,0,4이상,비방문,할인,콜센터,650000,SUV,중
7297,2,3,계약자,무직,1,3.5076,0,중급,대학졸업,0,도시근교,미혼,100,1,1,비방문,할인,대리점,818000,컴팩트카,중
7298,0,2,계약자,무직,0,8.658,0,고급,대학졸업,0,시골,기혼,130,4,4이상,비방문,할인,자사영업,112000,일반세단,중
7299,5,3,계약자,고용,0,5.7831,0,기본,박사,25928000,도시근교,기혼,60,0,3,비방문,없음,인터넷,385000,일반세단,중
7300,4,3,계약자,FALSE,0,3.2079,1,중급,고졸이하,12392000,도시근교,기혼,80,0,1,비방문,설계사독려,대리점,601000,일반세단,대
7301,1,3,피보험자,고용,0,2.7528,0,기본,대학졸업,60844000,시골,기혼,60,0,1,자주방문,포인트,대리점,68000,컴팩트카,중
7302,2,3,계약자,무직,0,5.439,0,중급,고졸이하,0,도시근교,미혼,160,0,1,비방문,설계사독려,자사영업,1236000,SUV,중
7303,3,1,계약자,고용,1,5.4723,0,기본,고졸이하,117667000,도심,미혼,70,5,3,비방문,없음,대리점,345000,컴팩트카,중
7304,6,4,계약자,휴직,1,9.7236,0,기본,대학졸업,33984000,도시근교,기혼,130,0,4이상,비방문,설계사독려,인터넷,688000,스포츠카,중
7305,3,2,계약자,고용,0,12.5208,0,중급,고졸이하,103581000,도심,기혼,160,0,3,종종,할인,대리점,743000,SUV,중
7306,5,1,계약자,고용,0,4.7952,0,기본,석사,107909000,시골,기혼,110,0,1,비방문,설계사독려,인터넷,88000,SUV,소
7307,2,2,계약자,무직,1,4.9839,0,기본,대학졸업,0,도시근교,기혼,70,0,4이상,비방문,설계사독려,대리점,373000,일반세단,중
7308,6,3,계약자,무직,1,7.4925,0,기본,고졸이하,0,도시근교,미혼,220,0,1,비방문,설계사독려,콜센터,2373000,고급차,대
7309,6,4,계약자,고용,1,31.968,0,중급,대학졸업,40419000,도시근교,기혼,280,0,2,비방문,할인,인터넷,1423000,고급차,중
7310,6,4,계약자,휴직,1,16.095,0,기본,대학졸업,35799000,도시근교,기혼,220,0,3,비방문,할인,대리점,1150000,고급차,중
7311,1,4,계약자,고용,1,9.1797,0,기본,고졸이하,53663000,도시근교,기혼,70,0,2,비방문,설계사독려,자사영업,415000,컴팩트카,중
7312,4,4,계약자,고용,1,14.1303,1,기본,박사,49113000,도시근교,기혼,120,0,2,비방문,할인,대리점,622000,SUV,대
7313,2,2,피보험자,무직,1,4.6287,0,기본,대학졸업,0,시골,기혼,130,0,1,자주방문,포인트,대리점,117000,스포츠카,중
7314,6,4,계약자,고용,0,11.6106,0,중급,고졸이하,34084000,도시근교,미혼,150,0,3,비방문,할인,대리점,788000,스포츠카,중
7315,3,1,계약자,고용,0,7.8477,0,중급,대학졸업,113570000,도시근교,기혼,100,0,3,비방문,없음,대리점,607000,일반세단,중
7316,4,2,계약자,무직,1,7.8255,0,기본,고졸이하,0,도시근교,기혼,70,0,2,비방문,할인,자사영업,401000,일반세단,대
7317,5,3,계약자,무직,1,14.8296,0,중급,박사,0,도시근교,미혼,140,0,2,비방문,포인트,대리점,860000,SUV,중
7318,2,3,계약자,무직,1,20.7681,0,중급,대학졸업,0,도시근교,미혼,80,1,2,비방문,할인,자사영업,685000,일반세단,소
7319,6,3,피보험자,무직,0,9.0687,0,기본,대학졸업,0,도시근교,미혼,130,0,3,자주방문,할인,자사영업,1031000,스포츠카,중
7320,0,3,계약자,휴직,0,9.5238,0,고급,고졸이하,21651000,도시근교,미혼,130,0,4이상,비방문,설계사독려,콜센터,676000,일반세단,중
7321,2,3,계약자,무직,0,13.5753,0,기본,고졸이하,0,도시근교,미혼,130,0,2,비방문,설계사독려,자사영업,1149000,SUV,중
7322,1,4,피보험자,고용,1,7.9809,0,중급,고졸이하,76598000,시골,미혼,100,0,4이상,자주방문,포인트,콜센터,46000,일반세단,중
7323,6,5,계약자,고용,0,10.0566,0,기본,고졸이하,68591000,도시근교,기혼,120,1,4이상,비방문,할인,콜센터,670000,스포츠카,대
7324,2,3,계약자,무직,0,2.5974,0,기본,고졸이하,0,도시근교,미혼,60,0,1,종종,설계사독려,대리점,566000,일반세단,중
7325,1,3,계약자,고용,0,8.88,0,기본,대학졸업,30330000,시골,미혼,110,0,4이상,비방문,포인트,자사영업,186000,SUV,중
7326,1,4,계약자,고용,0,6.549,0,기본,고졸이하,35122000,도시근교,기혼,80,0,4이상,종종,할인,자사영업,520000,컴팩트카,중
7327,1,6,계약자,고용,0,4.3734,1,중급,대학졸업,72127000,도시근교,기혼,110,0,1,종종,설계사독려,대리점,1090000,일반세단,소
7328,2,3,계약자,무직,0,2.997,0,기본,대학졸업,0,도시근교,미혼,80,0,1,비방문,할인,자사영업,964000,일반세단,소
7329,3,1,계약자,고용,1,6.0606,0,기본,고졸이하,99991000,도심,기혼,70,0,4이상,종종,설계사독려,콜센터,402000,일반세단,소
7330,1,4,피보험자,고용,0,11.8992,0,중급,대학졸업,31224000,도시근교,기혼,90,0,2,자주방문,설계사독려,인터넷,534000,일반세단,소
7331,2,3,피보험자,휴직,0,2.7639,1,기본,고졸이하,31202000,도시근교,미혼,70,0,1,자주방문,할인,대리점,407000,일반세단,중
7332,2,3,계약자,휴직,0,6.1827,0,기본,대학졸업,27253000,도시근교,기혼,70,0,4이상,비방문,할인,자사영업,427000,컴팩트카,소
7333,1,4,계약자,고용,1,5.661,0,기본,고졸이하,49493000,도심,미혼,70,4,3,비방문,할인,대리점,299000,일반세단,중
7334,2,3,계약자,무직,0,8.4693,0,기본,고졸이하,0,도시근교,미혼,70,0,2,비방문,설계사독려,대리점,550000,일반세단,중
7335,1,3,계약자,고용,1,5.1726,0,기본,대학졸업,34933000,도시근교,기혼,60,2,3,비방문,포인트,콜센터,362000,컴팩트카,소
7336,2,2,계약자,무직,0,4.8396,0,기본,대학졸업,0,도시근교,미혼,60,0,4이상,비방문,할인,대리점,373000,일반세단,소
7337,1,3,계약자,고용,0,2.8083,0,기본,대학졸업,40239000,도시근교,기혼,60,0,1,비방문,없음,콜센터,424000,일반세단,중
7338,1,5,계약자,고용,0,5.6832,0,기본,고졸이하,69946000,도시근교,기혼,70,0,3,비방문,포인트,자사영업,561000,일반세단,소
7339,3,1,계약자,고용,1,2.7528,0,기본,고졸이하,105139000,도심,기혼,60,0,1,비방문,포인트,대리점,327000,컴팩트카,중
7340,2,3,계약자,무직,1,3.8739,0,중급,대학졸업,0,도시근교,기혼,100,0,1,비방문,설계사독려,콜센터,871000,일반세단,소
7341,0,3,피보험자,고용,1,8.1363,0,고급,대학졸업,24944000,시골,미혼,110,3,4이상,자주방문,할인,대리점,267000,일반세단,중
7342,1,3,피보험자,고용,0,5.3724,0,기본,대학졸업,28179000,도시근교,기혼,60,0,4이상,자주방문,설계사독려,인터넷,362000,일반세단,중
7343,6,3,계약자,무직,1,22.1556,0,기본,대학졸업,0,도시근교,미혼,220,0,2,비방문,할인,인터넷,1138000,고급차,소
7344,1,5,계약자,고용,0,36.0195,0,기본,대학졸업,72649000,도시근교,미혼,120,0,2,비방문,없음,대리점,617000,SUV,중
7345,2,3,계약자,무직,1,2.9193,0,중급,고졸이하,0,도시근교,미혼,100,4,1,비방문,할인,자사영업,791000,일반세단,소
7346,1,4,계약자,고용,1,3.441,0,중급,고졸이하,64397000,도시근교,기혼,80,0,1,비방문,설계사독려,자사영업,456000,일반세단,중
7347,4,4,피보험자,고용,1,14.1303,1,기본,박사,49113000,도시근교,기혼,120,0,2,자주방문,할인,대리점,622000,SUV,대
7348,4,3,계약자,무직,1,2.9193,0,기본,대학졸업,0,도시근교,기혼,70,0,1,비방문,설계사독려,콜센터,421000,컴팩트카,대
7349,6,3,피보험자,무직,0,39.9378,0,중급,고졸이하,0,도시근교,미혼,140,0,2,자주방문,할인,대리점,1565000,스포츠카,중
7350,1,3,계약자,고용,0,3.2301,0,기본,고졸이하,54230000,시골,기혼,80,0,1,종종,없음,자사영업,82000,일반세단,중
7351,3,1,계약자,고용,1,11.7993,0,중급,대학졸업,109203000,도심,기혼,150,4,3,비방문,할인,콜센터,568000,SUV,중
7352,1,3,계약자,고용,0,8.4249,0,중급,고졸이하,63477000,시골,기혼,100,0,4이상,비방문,설계사독려,자사영업,155000,컴팩트카,중
7353,2,4,피보험자,휴직,1,5.6721,0,기본,대학졸업,32186000,도시근교,기혼,70,0,4이상,자주방문,포인트,자사영업,596000,일반세단,소
7354,1,4,계약자,고용,1,15.5289,0,기본,대학졸업,26863000,도시근교,기혼,130,0,2,비방문,할인,콜센터,958000,SUV,소
7355,1,5,계약자,고용,1,3.4632,0,중급,대학졸업,65397000,도시근교,미혼,80,0,1,비방문,설계사독려,콜센터,711000,일반세단,중
